gene,DFB_A,DFB_B,Fe_A,Fe_B
Ga0401699_3028484_2_535_Glutathione synthase Ribosomal protein S6 modification enzyme glutaminyl transferase,0,0,0,0
Ga0401699_0024646_3320_4585_Radical_SAM C-terminal domain,2.725680889,2.252495761,0.873580465,3.096840346
Ga0401699_1850863_3_530_histone acetyltransferase_ ELP3 family,2.725680889,2.252495761,0,0
Ga0401699_2127281_3_647_Regulator of nitric oxide reductase transcription,0,0,0,1.032280115
Ga0401699_2741800_1_567_COG3901 Regulator of nitric oxide reductase transcription,0.908560296,0,1.747160929,0
Ga0401699_0026134_1_378_HTH domain and an aminotransferase domain MocR family and their eukaryotic orthologs,19.07976622,45.04991522,24.46025301,30.96840346
Ga0401699_0505506_3_1331_carbohydrate kinase activity,6.359922075,1.12624788,6.115063253,4.129120462
Ga0401699_0031275_3597_4490_pfam rok,7.268482371,10.13623092,31.44889673,15.48420173
Ga0401699_0001332_14693_15796_Helix-turn-helix type 11 domain protein,5.451361778,5.631239402,8.735804647,6.193680693
Ga0401699_1267622_1_603_COG1940 Transcriptional regulator sugar kinase,0.908560296,3.378743641,0,2.064560231
Ga0401699_1291272_96_848_transcriptional regulator sugar kinase,0,0,0,3.096840346
Ga0401699_1317578_1_798_H4MPT-linked C1 transfer pathway protein,0.908560296,0,1.747160929,1.032280115
Ga0401699_1608796_18_746_Transcriptional regulator sugar kinase,0,1.12624788,1.747160929,0
Ga0401699_2341889_3_614_Belongs to the ROK NagC XylR family. NanK subfamily,0,0,0.873580465,2.064560231
Ga0401699_0497817_871_1278_Domain of unknown function DUF120,0.908560296,1.12624788,3.494321859,0
Ga0401699_0604374_656_1258_DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit at low temperature. Exhibits RNA-stimulated ATP hydrolysis and RNA unwinding activity,0,1.12624788,0,1.032280115
Ga0401699_0633952_700_1200_DEAD-box RNA helicase involved in,0,0,0,5.161400577
Ga0401699_0030856_2150_2803_ribosomal protein L7Ae L30e S12e Gadd45,4.542801482,15.76747033,5.241482788,19.61332219
Ga0401699_0037700_1_366_Ribonuclease HI,0,0,0,0
Ga0401699_0507074_3_1367_helicase C-terminal domain protein,4.542801482,2.252495761,7.862224183,10.32280115
Ga0401699_0515219_659_1279_Associated with various cellular activities,3.634241186,3.378743641,2.620741394,2.064560231
Ga0401699_0015226_2557_4632_SMART tyrosine protein kinase,6.359922075,20.27246185,13.10370697,29.93612335
Ga0401699_0592978_22_1272_DNA RNA helicase_ superfamily II_ SNF2 family,0.908560296,2.252495761,0,0
Ga0401699_0602687_1_1260_COG1199 Rad3-related DNA helicases,0.908560296,0,4.367902324,1.032280115
Ga0401699_0689192_776_1177_Protein kinase; unclassified specificity.,0.908560296,0,0,0
Ga0401699_0694821_2_1171_Superfamily II DNA RNA helicases_ SNF2 family,2.725680889,6.757487283,2.620741394,2.064560231
Ga0401699_0721399_815_1150_Sel1 repeat protein,0,0,0,0
Ga0401699_0728761_3_245_Belongs to the transcriptional regulatory Fis family,0,0,0,0
Ga0401699_0743885_6_1133_Kinase-like,0,0,3.494321859,2.064560231
Ga0401699_0760778_2_1021_WD40 domain protein beta Propeller,0,0,3.494321859,1.032280115
Ga0401699_0776943_92_1108_Family membership,6.359922075,1.12624788,2.620741394,0
Ga0401699_0799950_3_911_Kinase domain protein,3.634241186,1.12624788,3.494321859,6.193680693
Ga0401699_0023886_59_2629_Bacterial SNF2 helicase associated,14.53696474,10.13623092,11.35654604,6.193680693
Ga0401699_0945451_3_626_COG0515 Serine threonine protein kinase,1.817120593,0,0,2.064560231
Ga0401699_0948887_24_986_Kinase domain,5.451361778,0,0.873580465,6.193680693
Ga0401699_1121142_3_884_PFAM Protein kinase,0.908560296,1.12624788,6.988643718,0
Ga0401699_1168840_3_893_SMART DEAD-like helicase,0,0,0.873580465,0
Ga0401699_1213901_3_875_Protein kinase G rubredoxin domain,1.817120593,1.12624788,5.241482788,1.032280115
Ga0401699_0037748_3290_4126_PFAM Serine threonine protein kinase-related,1.817120593,0,1.747160929,2.064560231
Ga0401699_1347882_3_803_C-terminal domain on Strawberry notch homologue,0,0,0,0
Ga0401699_0000162_3006_4790_Together with the serine threonine kinase PknD_ may play a role in the specific interactions with host proteins during intracellular growth,0,6.757487283,5.241482788,9.290521039
Ga0401699_2114543_3_407_RIO1 family,0,0,0,0
Ga0401699_2130534_2_343_DNA RNA helicase,0.908560296,0,4.367902324,1.032280115
Ga0401699_2186643_3_635_Tyrosine protein kinase Serine threonine protein kinase PASTA,0,2.252495761,0,0
Ga0401699_2226747_156_449_Catalyzes the oxidative sulfurization of hercynine N- alpha_N-alpha_N-alpha-trimethyl-L-histidine into hercynyl-gamma- L-glutamyl-L-cysteine sulfoxide_ a step in the biosynthesis pathway of ergothioneine,0,1.12624788,3.494321859,1.032280115
Ga0401699_3316123_3_512_Non-specific serine threonine protein kinase,0,0,4.367902324,0
Ga0401699_0501765_762_1379_TIGRFAM capsular exopolysaccharide family,0.908560296,0,1.747160929,4.129120462
Ga0401699_0668909_2_1156_localization factor protein PodJ,0.908560296,1.12624788,0.873580465,2.064560231
Ga0401699_1058850_3_941_Cadherin-like beta sandwich domain,0.908560296,3.378743641,1.747160929,0
Ga0401699_0657667_545_1192_Protein of unknown function DUF993,1.817120593,3.378743641,1.747160929,0
Ga0401699_0020570_2226_3305_dihydrodipicolinate synthetase,0.908560296,1.12624788,1.747160929,1.032280115
Ga0401699_0883999_131_1024_N-acetylneuraminate lyase,1.817120593,13.51497457,2.620741394,6.193680693
Ga0401699_0035327_3814_4416_EM COG0329 Dihydrodipicolinate synthase N-acetylneuraminate lyase,12.71984415,14.64122245,20.09235069,14.45192162
Ga0401699_1546315_1_678_PFAM Dihydrodipicolinate synthetase,5.451361778,2.252495761,0.873580465,1.032280115
Ga0401699_2050538_78_662_Putative oxidoreductase C terminal,0.908560296,1.12624788,0,0
Ga0401699_0501860_16_852_NmrA family,1.817120593,6.757487283,3.494321859,5.161400577
Ga0401699_0508740_890_1369_ADP-glyceromanno-heptose 6-epimerase activity,0,0,2.620741394,5.161400577
Ga0401699_0548705_102_614_Complex I intermediate-associated protein 30,0,1.12624788,0,0
Ga0401699_0562313_64_1299_ABC-type polysaccharide polyol phosphate transport system_ ATPase component,0.908560296,4.504991522,0,2.064560231
Ga0401699_0589665_138_1229_Involved in galactofuranosyl biosynthesis converts UDO-GlcP to UDP-GalP catalytic activity UDP- glucopyranose UDP-galactopyranose,5.451361778,4.504991522,9.609385112,8.258240924
Ga0401699_0612972_222_1238_Multidrug MFS transporter,3.634241186,2.252495761,0.873580465,1.032280115
Ga0401699_0622535_80_934_NAD-dependent,6.359922075,12.38872668,4.367902324,14.45192162
Ga0401699_0656036_93_911_capsular polysaccharide biosynthesis protein,0.908560296,1.12624788,0.873580465,4.129120462
Ga0401699_0666674_78_1013_PFAM NmrA-like family,6.359922075,3.378743641,21.83951162,12.38736139
Ga0401699_0017889_1348_2100_COG4464 Capsular polysaccharide biosynthesis protein,10.90272356,0,1.747160929,0
Ga0401699_0667825_3_1013_Wzt C-terminal domain,3.634241186,1.12624788,1.747160929,1.032280115
Ga0401699_0690772_198_1175_COG1134 ABC-type polysaccharide polyol phosphate transport system_ ATPase component,0,11.2624788,9.609385112,15.48420173
Ga0401699_0000837_2948_3598_semialdehyde dehydrogenase,13.62840445,24.77745337,20.09235069,20.64560231
Ga0401699_0704821_142_1113_NAD- dependent epimerase dehydratase,5.451361778,2.252495761,1.747160929,4.129120462
Ga0401699_0019017_3519_4805_ABC-type polysaccharide polyol phosphate transport system ATPase component,4.542801482,6.757487283,12.23012651,5.161400577
Ga0401699_0712526_7_408_NAD-dependent epimerase dehydratase family protein,0,0,3.494321859,0
Ga0401699_0020122_21_893_macromolecule localization,0,2.252495761,0,1.032280115
Ga0401699_0020397_4026_4685_Semialdehyde dehydrogenase,1.817120593,3.378743641,10.48296558,8.258240924
Ga0401699_0765287_762_1115_Histidinol phosphatase,0,0,6.115063253,1.032280115
Ga0401699_1095945_33_872_Sulfolipid biosynthesis protein,3.634241186,2.252495761,0.873580465,1.032280115
Ga0401699_1253024_88_777_intermediate-associated protein 30,2.725680889,0,2.620741394,1.032280115
Ga0401699_1322451_466_837_teichoic acid transport,0,0,0,1.032280115
Ga0401699_1524700_48_776_export system permease,0,0,0,1.032280115
Ga0401699_0045442_3246_3962_pfam php,3.634241186,1.12624788,0,1.032280115
Ga0401699_2078903_74_313_COGs COG1682 ABC-type polysaccharide polyol phosphate export systems permease component,0,2.252495761,0,2.064560231
Ga0401699_0067821_2037_3332_PFAM NmrA family protein,1.817120593,4.504991522,3.494321859,7.225960808
Ga0401699_2807699_2_559_dTDP-glucose 4-6-dehydratase,0.908560296,0,0.873580465,0
Ga0401699_0094017_22_714_Pfam NmrA-like family,0.908560296,2.252495761,0.873580465,1.032280115
Ga0401699_2902919_3_548_catalyzes the formation of GDP-mannose from GTP and alpha-D-mannose 1-phosphate,0,0,0,0
Ga0401699_2949178_1_477_Part of the ABC transporter complex TagGH involved in teichoic acids export. Responsible for energy coupling to the transport system,0,1.12624788,1.747160929,1.032280115
Ga0401699_3094402_19_531_NAD-dependent dehydratase,0,2.252495761,4.367902324,0
Ga0401699_3336639_1_510_phosphoenolpyruvate,0,1.12624788,0,2.064560231
Ga0401699_0443157_3_1022_COGs COG1086 nucleoside-diphosphate sugar epimerase,0.908560296,3.378743641,0.873580465,3.096840346
Ga0401699_2017109_1_633_mannosyltransferase och1 and related enzymes,0,2.252495761,0.873580465,1.032280115
Ga0401699_0579105_76_1050_Glycerol-3-phosphate cytidylyltransferase,0,6.757487283,0,9.290521039
Ga0401699_0635424_286_735_cytidylyltransferase,3.634241186,0,1.747160929,1.032280115
Ga0401699_1532083_178_774_4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity,0.908560296,1.12624788,0,1.032280115
Ga0401699_3080751_55_390_PFAM diacylglycerol kinase,0,0,2.620741394,0
Ga0401699_0548298_174_1193_dTDP-glucose pyrophosphorylase,0.908560296,3.378743641,7.862224183,3.096840346
Ga0401699_0023184_2353_3120_COGs COG1208 Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B gamma epsilon subunits eIF-2Bgamma eIF-2Bepsilon,3.634241186,7.883735163,5.241482788,12.38736139
Ga0401699_0030160_337_1065_Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B_ gamma epsilon subunits eIF-2Bgamma eIF-2Bepsilon,3.634241186,3.378743641,0.873580465,0
Ga0401699_1087338_154_615_TIGRFAM Glucose-1-phosphate cytidylyltransferase,1.817120593,0,6.115063253,0
Ga0401699_2401142_76_606_Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B gamma epsilon subunits,0,0,0,3.096840346
Ga0401699_3070323_2_445_COG NOG09722 non supervised orthologous group,0,3.378743641,1.747160929,2.064560231
Ga0401699_1054863_620_826_TIGRFAM TonB family C-terminal domain,0.908560296,0,0,0
Ga0401699_0016007_3067_3411_PFAM Anti-sigma-28 factor FlgM family protein,0,1.12624788,0,77.42100866
Ga0401699_1394052_470_739_PFAM Anti-sigma-28 factor FlgM,0.908560296,1.12624788,0,1.032280115
Ga0401699_0587127_142_1278_Carbohydrate binding domain X2,2.725680889,5.631239402,5.241482788,0
Ga0401699_0733607_123_896_COG1705 Muramidase flagellum-specific,0.908560296,5.631239402,6.988643718,1.032280115
Ga0401699_1288017_1_441_Lysozyme subfamily 2,0,0,0,0
Ga0401699_1996834_2_601_PFAM Flagellar protein,0,0,0,0
Ga0401699_0173228_3_461_COG3063 Tfp pilus assembly protein PilF,0,0,0,2.064560231
Ga0401699_0501048_44_547_Disulphide bond corrector protein DsbC,0.908560296,0,3.494321859,0
Ga0401699_0513148_21_1364_Domain of unknown function DUF5106,0,2.252495761,5.241482788,8.258240924
Ga0401699_0000682_6681_7040_Regulatory protein SoxS,3.634241186,9.009983044,14.8508679,14.45192162
Ga0401699_0538731_210_1271_PFAM Alkyl hydroperoxide reductase,0.908560296,3.378743641,6.988643718,4.129120462
Ga0401699_0546901_105_464_Thiol-disulfide isomerase and thioredoxins,0,0,1.747160929,1.032280115
Ga0401699_0564133_806_1159_thiol-disulfide isomerase and thioredoxins,0,0,0,1.032280115
Ga0401699_0567697_625_1224_methylamine dehydrogenase accessory protein MauD,2.725680889,4.504991522,6.988643718,1.032280115
Ga0401699_0572681_1000_1173_to be involved in C-type cytochrome biogenesis,0,0,0,0
Ga0401699_0574957_663_1256_Bacterial Fe2+ trafficking,0.908560296,1.12624788,0,1.032280115
Ga0401699_0583425_720_1145_Thiol-disulfide isomerase,2.725680889,0,5.241482788,0
Ga0401699_0018989_2623_3144_Cytochrome C biogenesis protein CcmG,19.07976622,9.009983044,2.620741394,4.129120462
Ga0401699_0737240_11_538_Domain of unknown function DUF4983,4.542801482,0,0.873580465,1.032280115
Ga0401699_0752575_485_1126_Thiol disulfide Interchange Protein,0.908560296,0,5.241482788,0
Ga0401699_0783813_285_1103_cytochrome c biogenesis protein_ transmembrane region,2.725680889,1.12624788,47.1733451,11.35508127
Ga0401699_0863465_385_1050_Protein-disulfide reductase,1.817120593,1.12624788,2.620741394,0
Ga0401699_0946893_309_830_Redoxin family,0.908560296,0,0,0
Ga0401699_0952779_569_997_Thiol-disulfide isomerase and,0,0,0.873580465,0
Ga0401699_0027474_3534_4919_protein-disulfide reductase activity,1.817120593,4.504991522,5.241482788,14.45192162
Ga0401699_0033013_3336_3917_PFAM Redoxin,0,3.378743641,0,3.096840346
Ga0401699_0033559_1934_3061_Thiol-disulfide oxidoreductase which is required in disulfide reduction during c-type cytochrome synthesis. May accept reducing equivalents from CcdA_ leading to breakage of disulfide bonds in apocytochrome c,4.542801482,9.009983044,3.494321859,6.193680693
Ga0401699_1212453_4_876_PFAM Vitamin K epoxide reductase family,1.817120593,0,0,0
Ga0401699_1288415_3_497_PFAM cytochrome c biogenesis protein_ transmembrane region,0,0,0,0
Ga0401699_0048616_273_602_Antioxidant_ AhpC Tsa family,2.725680889,2.252495761,3.494321859,1.032280115
Ga0401699_2036770_5_484_ABC transporter_ CydDC cysteine exporter CydDC-E family_ permease ATP-binding protein CydC,0,0,0,0
Ga0401699_2079918_68_655_periplasmic protein thiol disulfide oxidoreductases_ DsbE subfamily,6.359922075,9.009983044,14.8508679,9.290521039
Ga0401699_2249604_168_629_Periplasmic protein thiol,2.725680889,0,0,2.064560231
Ga0401699_3076464_58_477_Nhl repeat,0,0,0,2.064560231
Ga0401699_3087598_2_532_Pfam AhpC TSA family,1.817120593,1.12624788,1.747160929,0
Ga0401699_0175237_3_2180_COG4987 ABC-type transport system involved in cytochrome bd biosynthesis_ fused ATPase and permease components,1.817120593,0,1.747160929,2.064560231
Ga0401699_0177394_1_186_Thiol disulfide interchange protein dsbE,0,0,0,0
Ga0401699_0216121_1384_2034_nhl repeat,0,1.12624788,0,0
Ga0401699_0000443_16060_16584_involved in the reduction of disulfide bonds to allow heme bonding,12.71984415,7.883735163,13.97728744,14.45192162
Ga0401699_0412989_1122_1514_TIGRFAM periplasmic protein,0,2.252495761,0,0
Ga0401699_3080283_65_532_GDA1/CD39 nucleoside phosphatase family,0,3.378743641,0,1.032280115
Ga0401699_0019266_4732_5346_Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis_ probably effectuated by UreG,1.817120593,10.13623092,0,6.193680693
Ga0401699_0058096_349_1200_TIGRFAM Hydrogenase accessory protein HypB,1.817120593,0,0,1.032280115
Ga0401699_2139413_296_544_hydrogenase nickel incorporation protein HypB,2.725680889,2.252495761,0,0
Ga0401699_0638957_2_1222_outer membrane autotransporter barrel domain protein,0,3.378743641,6.115063253,9.290521039
Ga0401699_1042471_37_507_Bacterial group 3 Ig-like protein,0,1.12624788,0,1.032280115
Ga0401699_3343186_3_509_Bulb-type mannose-specific lectin,0,1.12624788,0,0
Ga0401699_0216105_1342_1974_MucD-putative a secreted serine proteinase,3.634241186,0,0,0
Ga0401699_0559686_295_735_Type IV leader peptidase family,0.908560296,1.12624788,0,0
Ga0401699_0582817_3_335_Belongs to the peptidase A24 family,0.908560296,0,0,0
Ga0401699_0016007_2641_3066_PFAM FlgN family protein,0,1.12624788,0,25.80700289
Ga0401699_0667179_3_431_Bacterial Peptidase A24 N-terminal domain,0,0,0,1.032280115
Ga0401699_1051893_195_782_peptidase A24A prepilin type IV,5.451361778,0,2.620741394,1.032280115
Ga0401699_1489500_3_671_COG1989 Type II secretory pathway_ prepilin signal peptidase PulO and related,0.908560296,1.12624788,1.747160929,0
Ga0401699_1640304_1_309_PFAM Peptidase A24A_ prepilin type IV,1.817120593,1.12624788,0.873580465,4.129120462
Ga0401699_0090702_910_1467_PFAM Type IV leader peptidase family,6.359922075,15.76747033,7.862224183,1.032280115
Ga0401699_0499924_24_1013_Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter_ MnhD subunit,1.817120593,3.378743641,2.620741394,0
Ga0401699_0501905_2_1174_NADH ubiquinone oxidoreductase subunit 5 Chain L multisubunit Na H antiporter_ MnhA subunit,1.817120593,0,0.873580465,3.096840346
Ga0401699_0013570_4064_6025_CP COG1009 NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter_ MnhA subunit,19.98832652,36.03993217,32.3224772,37.16208416
Ga0401699_0514460_1018_1362_COGs COG1668 ABC-type Na efflux pump permease component,0,7.883735163,0,0
Ga0401699_0013641_4735_6651_NADH-quinone oxidoreductase chain L,0,9.009983044,12.23012651,9.290521039
Ga0401699_0522115_3_272_Energy production and conversion Inorganic ion transport and metabolism,3.634241186,20.27246185,31.44889673,32.00068358
Ga0401699_0546928_2_1324_NADH-Ubiquinone oxidoreductase complex I chain 5 L domain protein,1.817120593,4.504991522,6.988643718,1.032280115
Ga0401699_0552245_33_794_NADH ubiquinone oxidoreductase subunit 5 chain L multisubunit Na H antiporter_ MnhA subunit,0,3.378743641,1.747160929,0
Ga0401699_0572662_18_548_NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter_ MnhA subunit,62.69066045,102.4885571,40.18470138,60.90452681
Ga0401699_0573404_6_377_COG1668 ABC-type Na efflux pump_ permease component,0,0,1.747160929,4.129120462
Ga0401699_0015917_4620_6203_Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter MnhD subunit,21.80544711,12.38872668,13.10370697,20.64560231
Ga0401699_0701385_1_1050_formate hydrogenlyase subunit 3 multisubunit Na H antiporter_ MnhD subunit,1.817120593,0,0,1.032280115
Ga0401699_0714376_733_1155_COG0651 Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter_ MnhD subunit,0,0,0,1.032280115
Ga0401699_0767043_386_739_PFAM Ferredoxin thioredoxin reductase catalytic beta chain,0.908560296,0,0.873580465,0
Ga0401699_0021167_1622_2953_ABC-type Na efflux pump_ permease component,0,3.378743641,6.115063253,8.258240924
Ga0401699_0874164_3_968_sodium ABC transporter_ permease,0,2.252495761,1.747160929,4.129120462
Ga0401699_0001100_8444_10297_NADH ubiquinone oxidoreductase subunit 5 Chain L Multisubunit Na H antiporter_ MnhA subunit,9.085602964,56.31239402,42.80544277,48.51716543
Ga0401699_0001133_770_2443_Proton-translocating NADH-quinone oxidoreductase_ chain L,3.634241186,0,0,5.161400577
Ga0401699_1010606_591_965_TIGRFAM proton-translocating NADH-quinone oxidoreductase_ chain L,3.634241186,1.12624788,0.873580465,0
Ga0401699_1091537_223_414_PFAM NADH-Ubiquinone oxidoreductase complex I chain 5 L domain protein,0,0,1.747160929,0
Ga0401699_0032554_1777_2550_ABC transporter ATP-binding protein-putative sodium extrusion ABC transporter,1.817120593,1.12624788,0.873580465,6.193680693
Ga0401699_1448663_1_780_COG1009 NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter MnhA subunit,0,2.252495761,2.620741394,3.096840346
Ga0401699_1509920_545_781_NADH-dehyrogenase subunit F_ TMs_ complex I C-terminus,0,0,2.620741394,1.032280115
Ga0401699_1512957_1_780_NADH ubiquinone oxidoreductase subunit 5 chain L,0.908560296,0,0,1.032280115
Ga0401699_1623506_3_749_COG4555 ABC-type Na transport system_ ATPase component,0,2.252495761,0,6.193680693
Ga0401699_2260672_127_627_Subunit D of antiporter complex involved in resistance to high concentrations of Na _ K _ Li and or alkali,0,2.252495761,0,0
Ga0401699_2476045_1_501_NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter_ MnhA subunit,0,1.12624788,0,1.032280115
Ga0401699_3163868_3_524_Subunit A of antiporter complex involved in resistance to high concentrations of Na _ K _ Li and or alkali,0,0,0.873580465,0
Ga0401699_3429633_11_502_protein synonym multiple resistance and pH homeostasis protein A,0,0,0,0
Ga0401699_0330287_786_1616_to NADH-quinone oxidoreductase subunit L of Gammaproteobacteria UniRef RepID NUOL_PSEAE,0,0,0,7.225960808
Ga0401699_0790018_3_212_PFAM Binding-protein-dependent transport,0,2.252495761,0,0
Ga0401699_1385552_457_729_nitric-oxide synthase activity,0,3.378743641,0,0
Ga0401699_1414978_36_383_nickel ABC transporter_ permease,1.817120593,0,1.747160929,3.096840346
Ga0401699_0525510_3_1085_COG0248 Exopolyphosphatase,0,2.252495761,6.115063253,2.064560231
Ga0401699_0526184_4_1107_Ppx/GppA phosphatase family,10.90272356,11.2624788,8.735804647,6.193680693
Ga0401699_0531149_921_1343_exopolyphosphatase,0.908560296,1.12624788,1.747160929,5.161400577
Ga0401699_0015188_5177_6109_PFAM Ppx GppA phosphatase,4.542801482,3.378743641,2.620741394,4.129120462
Ga0401699_0624370_149_1237_Ppx GppA phosphatase,1.817120593,1.12624788,1.747160929,2.064560231
Ga0401699_0735076_2_1135_Ppx GppA family,1.817120593,1.12624788,0.873580465,7.225960808
Ga0401699_0021534_21_920_Ppx GppA,0,3.378743641,4.367902324,7.225960808
Ga0401699_0858817_47_985_Belongs to the GppA Ppx family,0,2.252495761,0,0
Ga0401699_0085307_523_1434_Ppx GppA phosphatase family,8.177042668,12.38872668,0.873580465,8.258240924
Ga0401699_0664469_9_488_ABC-type cobalamin Fe3 -siderophores transport systems_ ATPase components,0,1.12624788,0,0
Ga0401699_0769350_185_598_COGs COG1120 ABC-type cobalamin Fe3 -siderophores transport systems ATPase components,0.908560296,0,0.873580465,3.096840346
Ga0401699_2765390_2_373_to ABC-type cobalamin Fe3 -siderophores transport system_ ATPase components of Bacteria UniRef RepID Q2SFP8_HAHCH,1.817120593,0,0,0
Ga0401699_3342867_1_510_Iron compound ABC transporter_ ATP-binding protein,0,2.252495761,0,0
Ga0401699_0014754_5684_6307_Periplasmic protein TonB links inner and outer membranes,2.725680889,6.757487283,0,0
Ga0401699_0594040_613_1092_LTXXQ motif family protein,0,1.12624788,0,0
Ga0401699_0683055_238_690_ATP-independent chaperone mediated protein folding,4.542801482,0,3.494321859,4.129120462
Ga0401699_1453261_15_512_COG3678 P pilus assembly Cpx signaling pathway_ periplasmic inhibitor zinc-resistance associated protein,0,6.757487283,0,4.129120462
Ga0401699_0015336_3111_3425_COGs COG0607 Rhodanese-related sulfurtransferase,0.908560296,0,1.747160929,1.032280115
Ga0401699_0506560_3_476_Histone deacetylase domain,2.725680889,0,0,0
Ga0401699_0545129_4_255_Including yeast histone deacetylase and acetoin utilization protein,0.908560296,0,1.747160929,1.032280115
Ga0401699_0014973_1899_2210_COG0123 Deacetylases_ including yeast histone deacetylase and acetoin utilization protein,9.994163261,2.252495761,8.735804647,2.064560231
Ga0401699_0589830_247_1149_including yeast histone deacetylase and acetoin utilization protein,2.725680889,1.12624788,0.873580465,0
Ga0401699_0607356_773_1237_PFAM histone deacetylase superfamily,0.908560296,2.252495761,2.620741394,1.032280115
Ga0401699_0647734_1_321_PFAM Histone deacetylase domain,0.908560296,1.12624788,0.873580465,3.096840346
Ga0401699_0020336_5327_5593_histone deacetylase,0,0,0,2.064560231
Ga0401699_0768120_17_529_Deacetylases_ including yeast histone deacetylase and acetoin utilization protein,0.908560296,0,0.873580465,0
Ga0401699_1019553_2_961_PFAM Histone deacetylase,1.817120593,3.378743641,0,2.064560231
Ga0401699_1371587_2_730_acetoin utilization protein,3.634241186,2.252495761,1.747160929,6.193680693
Ga0401699_1675634_3_440_Chromatin structure and dynamics Secondary metabolites biosynthesis_ transport_ and catabolism,0,0,0,0
Ga0401699_1962197_2_547_hmm pf00850,1.817120593,0,0,0
Ga0401699_3400050_2_505_Deacetylases including yeast histone deacetylase and acetoin utilization protein,0,0,0,0
Ga0401699_0342642_1341_1652_COGs COG0123 Deacetylase including yeast histone deacetylase and acetoin utilization protein,0.908560296,0,0,0
Ga0401699_0509117_58_264_Ethanolamine utilisation protein EutN/carboxysome,0,0,0.873580465,0
Ga0401699_0579780_1047_1286_PFAM Ethanolamine utilization protein EutN carboxysome structural protein Ccml,0,0,0,0
Ga0401699_0627533_796_1236_BMC,0,0,0.873580465,0
Ga0401699_0016994_2697_2978_BMC domain,0,0,1.747160929,1.032280115
Ga0401699_0702428_865_1158_COGs COG4577 Carbon dioxide concentrating mechanism carboxysome shell protein,0,0,0.873580465,0
Ga0401699_0018925_4542_5171_Carbon dioxide concentrating mechanism carboxysome shell protein,1.817120593,0,2.620741394,2.064560231
Ga0401699_0022278_3553_3876_Ethanolamine utilization protein EutN,2.725680889,4.504991522,6.988643718,10.32280115
Ga0401699_2253185_2_583_propanediol utilization protein,0,0,2.620741394,1.032280115
Ga0401699_0013211_1291_3072_Hydantoinase B/oxoprolinase,33.61673097,30.40869277,34.94321859,29.93612335
Ga0401699_0013211_3112_5178_Hydantoinase/oxoprolinase,26.3482486,30.40869277,21.83951162,18.58104208
Ga0401699_0502145_474_1349_Hydantoinase oxoprolinase N-terminal region,1.817120593,0,0,0
Ga0401699_0507354_2_805_N-methylhydantoinase B acetone carboxylase alpha subunit,0,2.252495761,0.873580465,2.064560231
Ga0401699_0507354_802_1365_Hydantoinase/oxoprolinase N-terminal region,0.908560296,1.12624788,0,1.032280115
Ga0401699_0013443_840_2609_N-methylhydantoinase B acetone carboxylase_ alpha subunit,11.81128385,12.38872668,2.620741394,18.58104208
Ga0401699_0013443_2606_4663_N-methylhydantoinase A acetone carboxylase_ beta subunit,9.085602964,6.757487283,14.8508679,7.225960808
Ga0401699_0538326_8_1333_COG0146 N-methylhydantoinase B acetone carboxylase_ alpha subunit,0,0,4.367902324,2.064560231
Ga0401699_0550660_3_1286_5-oxoprolinase,3.634241186,1.12624788,7.862224183,3.096840346
Ga0401699_0014946_980_2833_PFAM Hydantoinase B oxoprolinase,30.89105008,25.90370125,23.58667255,48.51716543
Ga0401699_0015320_1_2226_acetone carboxylase_ alpha subunit,23.62256771,16.89371821,17.47160929,17.54876196
Ga0401699_0577222_97_1287_COG0145 N-methylhydantoinase A acetone carboxylase_ beta subunit,6.359922075,11.2624788,6.988643718,2.064560231
Ga0401699_0725523_277_1146_Hydantoinase oxoprolinase,7.268482371,6.757487283,5.241482788,1.032280115
Ga0401699_0802189_2_1054_PFAM Hydantoinase oxoprolinase,0,0,0.873580465,1.032280115
Ga0401699_0847476_305_1060_COG3191 L-aminopeptidase D-esterase,0.908560296,2.252495761,2.620741394,1.032280115
Ga0401699_1025780_1_957_Protein synonym hydantoin utilization protein B,0,0,0,0
Ga0401699_0051239_1888_2901_Peptidase_ T4 family,9.994163261,16.89371821,10.48296558,8.258240924
Ga0401699_1840234_18_701_PFAM peptidase S58 DmpA,0.908560296,0,1.747160929,0
Ga0401699_2249868_99_629_COGs COG0145 N-methylhydantoinase A acetone carboxylase beta subunit,3.634241186,0,0.873580465,1.032280115
