query_name	Preferred_name	KEGG_ko	eggNOG.free.text.desc.	2.5nM_DFB_A	2.5nM_DFB_B	2.5nM_Fe_A	2.5nM_Fe_B
Ga0401699_0538755_52_1305			Bacteriorhodopsin-like protein	20.37397062	14.02171968	3.576514884	4.299589888
Ga0401699_0538815_1035_1187				51.783842	166.1034485	1.430605954	2.579753933
Ga0401699_0539252_2_1312		"ko:K04608,ko:K04612,ko:K04615,ko:K05857,ko:K20305"	G-protein coupled GABA receptor activity	63.6686582	26.96484553	0.715302977	6.879343821
Ga0401699_0540669_3_1082	psbB	ko:K02704	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"	168.0852576	177.9679805	363.3739123	570.9855371
Ga0401699_0541423_3_1331				170.632004	79.81594277	2.861211908	1.719835955
Ga0401699_0541748_3_1262			Cna protein B-type domain	19.52505518	5.392969106	3.576514884	0.859917978
Ga0401699_0542663_234_1292			Chlorophyll A-B binding protein	50.93492656	32.35781464	0	0
Ga0401699_0546060_21_1265	psbC	ko:K02705	photosynthetic electron transport in photosystem II	68.76215085	39.90797139	10.01424168	11.17893371
Ga0401699_0547401_3_1169				21.22288607	26.96484553	0	0
Ga0401699_0547702_437_928	psbV	ko:K02720	Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	34.80553315	25.88625171	104.4342346	109.2095832
Ga0401699_0548394_49_1320		"ko:K06238,ko:K14965,ko:K17495,ko:K19721"	structural constituent of cuticle	8.489154426	11.86453203	0	0
Ga0401699_0549208_27_1313			Belongs to the OprB family	33.10770226	39.90797139	0	0
Ga0401699_0549900_20_1276			Belongs to the OprB family	4.244577213	7.550156749	57.22423815	92.87114158
Ga0401699_0551810_105_1268	CALR	"ko:K08057,ko:K10098"	Calreticulin family	14.43156252	18.33609496	0	0
Ga0401699_0553205_3_1193			negative regulation of ATPase activity	26.31637872	15.1003135	0	0
Ga0401699_0555485_3_1292	FRAS1		extracellular matrix	46.69034934	55.00828488	2.145908931	7.739261798
Ga0401699_0556138_217_1242	RPP0	ko:K02941	Ribosomal protein P0 is the functional equivalent of E.coli protein L10	26.31637872	32.35781464	0	0
Ga0401699_0557897_34_1092			Chlorophyll A-B binding protein	29.71204049	18.33609496	0	0.859917978
Ga0401699_0558684_317_1240		ko:K05863	ATP:ADP antiporter activity	33.9566177	63.63703545	9.2989387	6.879343821
Ga0401699_0559549_72_1304			Belongs to the OprB family	269.1061953	264.2554862	6.437726792	2.579753933
Ga0401699_0560973_1_396		ko:K10744	Ydr279p protein family (RNase H2 complex component)	297.1204049	522.0394095	7.153029769	11.17893371
Ga0401699_0564067_358_1002	rps3	ko:K02982	structural constituent of ribosome	11.8848162	24.80765789	160.2278668	138.4467944
Ga0401699_0564565_10_1206	CALR	ko:K08057	peptide antigen assembly with MHC class I protein complex	65.36648908	47.45812813	7.153029769	4.299589888
Ga0401699_0568775_258_1193				31.40987138	56.0868787	55.07832922	98.03064944
Ga0401699_0568898_14_250	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	709.69331	910.3331851	7.868332746	12.89876966
Ga0401699_0571881_25_1293				38.20119492	30.20062699	3.576514884	5.159507865
Ga0401699_0572366_526_1293		"ko:K03932,ko:K13277"	Integrin alpha (beta-propellor repeats).	100.1720222	51.77250342	7.868332746	7.739261798
Ga0401699_0572977_23_1156	OSM2	ko:K18561	FAD dependent oxidoreductase	97.6252759	49.61531578	7.153029769	12.03885169
Ga0401699_0574759_687_1292		ko:K01061	carboxymethylenebutenolidase activity	8.489154426	32.35781464	57.22423815	79.11245394
Ga0401699_0575331_1_1290				11.03590075	19.41468878	0.715302977	0.859917978
Ga0401699_0575637_179_1291			"EGF domain, unclasssified subfamily"	16.97830885	14.02171968	0	0
Ga0401699_0580767_609_1061	psbD	ko:K02706	photosynthetic electron transport in photosystem II	163.8406804	166.1034485	330.4699753	410.1808753
Ga0401699_0580767_7_474	psbD	ko:K02706	photosynthetic electron transport in photosystem II	168.9341731	142.3743844	312.5874009	421.359809
Ga0401699_0580972_209_1249			Chlorophyll A-B binding protein	9.338069869	4.314375285	0	0
Ga0401699_0581076_16_1284			Belongs to the OprB family	1.697830885	8.62875057	28.61211908	49.8752427
Ga0401699_0582784_76_501	RPS12	"ko:K02951,ko:K12581"	structural constituent of ribosome	15.28047797	8.62875057	5.007120838	0
Ga0401699_0582809_191_946	sig3		regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	95.07852957	84.13031806	15.73666549	14.61860562
Ga0401699_0583809_60_1040	LACK1	ko:K14753	positive regulation of Golgi to plasma membrane protein transport	16.12939341	29.12203317	5.007120838	0.859917978
Ga0401699_0583841_2_778			"PFAM Histidine phosphatase superfamily, clade-1"	43.29468757	35.5935961	0	0
Ga0401699_0584045_21_491	asnC	ko:K03718	helix_turn_helix ASNC type	38.20119492	52.85109724	163.0890787	104.9099933
Ga0401699_0585010_1_786			Thrombospondin type 1 repeats	36.50336403	15.1003135	0	0
Ga0401699_0585976_67_789	RPS6	ko:K02991	Ribosomal protein S6e	5.942408098	8.62875057	0	0
Ga0401699_0586086_123_1277	HSP90B	"ko:K04079,ko:K09487"	unfolded protein binding	13.58264708	14.02171968	0	0
Ga0401699_0588355_3_1277				60.27299643	83.05172424	6.437726792	15.4785236
Ga0401699_0590635_46_1272			Belongs to the OprB family	27.16529416	52.85109724	0	0
Ga0401699_0591626_457_1224	RS3A	"ko:K01807,ko:K02984"	40S ribosomal protein S3a	18.67613974	28.04343935	4.291817861	1.719835955
Ga0401699_0592431_1_1164	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	124.7905701	161.7890732	351.9290646	487.5734933
Ga0401699_0593085_2_1270				445.6806074	345.1500228	0.715302977	0
Ga0401699_0595644_390_1166			PFAM Phosphoglycerate mutase family	269.9551108	198.4612631	0	1.719835955
Ga0401699_0595866_994_1179	cspB	ko:K03704	Cold shock protein domain	17.8272243	63.63703545	65.0925709	99.7504854
Ga0401699_0597549_39_1088			Chlorophyll A-B binding protein	42.44577213	40.98656521	0	1.719835955
Ga0401699_0600440_16_1263			Belongs to the OprB family	0.848915443	2.157187642	40.77226968	76.5327
Ga0401699_0601172_36_1262	UBC	"ko:K02927,ko:K04551,ko:K08770,ko:K12158"	Ubiquitin-like domain	22.07180151	18.33609496	0.715302977	2.579753933
Ga0401699_0601591_4_1263				104.4165994	44.22234667	0.715302977	2.579753933
Ga0401699_0602965_2_361				40.74794125	113.2523512	4.291817861	0
Ga0401699_0603145_288_1259				80.64696705	106.7807883	7.868332746	10.31901573
Ga0401699_0605790_122_1258		ko:K07243		319.1922064	258.8625171	0	0
Ga0401699_0608757_170_811		ko:K09584	Belongs to the protein disulfide isomerase family	17.8272243	16.17890732	4.291817861	2.579753933
Ga0401699_0611354_107_1207		ko:K15356	nucleotide-sugar transmembrane transporter activity	21.22288607	9.707344391	0	0
Ga0401699_0611508_761_1177			"PFAM Histidine phosphatase superfamily, clade-1"	55.17950377	47.45812813	0	0
Ga0401699_0612038_509_1168			"Asparaginase, N-terminal"	170.632004	104.6236007	4.291817861	0
Ga0401699_0616004_290_1246				203.7397062	106.7807883	0.715302977	7.739261798
Ga0401699_0617212_1_1245			calcium ion binding	22.92071695	37.75078374	5.007120838	9.459097753
Ga0401699_0617312_264_1091			Chlorophyll A-B binding protein	221.5669305	226.5047025	1.430605954	0
Ga0401699_0619430_72_1139	RPL5	ko:K02932	5S rRNA binding	9.338069869	10.78593821	0	0
Ga0401699_0622687_83_1234		ko:K07243		54.33058833	16.17890732	0	0
Ga0401699_0624358_3_1238			Domain of unknown function (DUF305)	34.80553315	12.94312585	0	0
Ga0401699_0625196_816_1229			Belongs to the OprB family	631.5930893	519.8822218	20.74378633	24.07770337
Ga0401699_0627709_59_1114			Chlorophyll A-B binding protein	33.9566177	39.90797139	0	0
Ga0401699_0627904_1_1233	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	39.8990258	39.90797139	82.97514532	102.3302393
Ga0401699_0628577_651_1235			"Carbohydrate-selective porin, OprB family"	24.61854784	49.61531578	311.8720979	379.2238281
Ga0401699_0629602_548_1165	RPL15	"ko:K02877,ko:K15276"	structural constituent of ribosome	16.97830885	11.86453203	0	4.299589888
Ga0401699_0630716_331_1182			Chlorophyll A-B binding protein	7.640238984	3.235781464	56.50893517	65.3537663
Ga0401699_0631145_1_1209			Belongs to the OprB family	55.17950377	67.95141074	1.430605954	0
Ga0401699_0631805_87_1232			Belongs to the OprB family	748.7434204	683.8284827	43.63348159	73.09302809
Ga0401699_0635019_27_1088			Chlorophyll A-B binding protein	25.46746328	22.65047025	0	0.859917978
Ga0401699_0636725_66_941	VDAC2	"ko:K02552,ko:K05862,ko:K13947,ko:K15040,ko:K15041"	porin activity	13.58264708	17.25750114	2.145908931	3.43967191
Ga0401699_0636992_54_614	CYP16	ko:K01802	peptidyl-prolyl cis-trans isomerase activity	20.37397062	7.550156749	0	0
Ga0401699_0637564_208_969			Chlorophyll A-B binding protein	38.20119492	18.33609496	0	0
Ga0401699_0645069_1_1218	psaB	ko:K02690	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6"	78.10022072	135.9028215	222.4592258	242.4968697
Ga0401699_0645414_91_1206		"ko:K01016,ko:K01025"	sulfotransferase activity	16.97830885	23.72906407	0	0
Ga0401699_0645876_1_1218			Belongs to the OprB family	81.49588249	70.10859838	1.430605954	1.719835955
Ga0401699_0646734_535_987	cpcG1	"ko:K00973,ko:K02096,ko:K02290,ko:K05380"	Belongs to the phycobilisome linker protein family	49.23709567	46.37953431	2.145908931	0
Ga0401699_0647968_2_1216			Pkd domain containing protein	13.58264708	32.35781464	2.145908931	2.579753933
Ga0401699_0648351_3_1211				43.29468757	36.67218992	5.722423815	6.879343821
Ga0401699_0651186_1_1212			"BCCT, betaine/carnitine/choline family transporter"	11.8848162	7.550156749	0.715302977	2.579753933
Ga0401699_0651827_39_1187	CTSB	ko:K01363	"transferase activity, transferring glycosyl groups"	11.8848162	4.314375285	0	0
Ga0401699_0652015_48_1211			polyketide biosynthetic process	42.44577213	60.40125399	0.715302977	3.43967191
Ga0401699_0652660_234_1163			Tripartite tricarboxylate transporter family receptor	44.99251846	159.6318855	221.7439228	186.6022011
Ga0401699_0653744_1_978	aroH	ko:K01626	phospho-2-dehydro-3-deoxyheptonate aldolase	154.5026106	106.7807883	4.291817861	5.159507865
Ga0401699_0654703_3_1142			Source PGD	101.8698531	40.98656521	0	0.859917978
Ga0401699_0654844_669_1118			Predicted membrane protein (DUF2061)	33.10770226	52.85109724	99.42711379	73.09302809
Ga0401699_0655343_613_798	psbZ	ko:K02724	Controls the interaction of photosystem II (PSII) cores with the light-harvesting antenna	15.28047797	14.02171968	60.08545006	55.89466854
Ga0401699_0656406_166_1170			lactoylglutathione lyase activity	4.244577213	4.314375285	0	0
Ga0401699_0657759_29_1207			semaphorin-plexin signaling pathway	9.338069869	8.62875057	0	0
Ga0401699_0657804_163_1137	CTSO	"ko:K00453,ko:K01365,ko:K01373,ko:K01374,ko:K04832"	Belongs to the peptidase C1 family	12.73373164	4.314375285	0	0
Ga0401699_0658650_65_853			Chlorophyll A-B binding protein	11.8848162	4.314375285	0	0
Ga0401699_0659121_2_1195			"Carbohydrate-selective porin, OprB family"	23.76963239	32.35781464	151.6442311	183.1625292
Ga0401699_0663211_274_1077			Chlorophyll A-B binding protein	6.791323541	12.94312585	120.8862031	118.6686809
Ga0401699_0665634_143_1198	feoB	ko:K04759	transporter of a GTP-driven Fe(2 ) uptake system	97.6252759	83.05172424	2.145908931	2.579753933
Ga0401699_0666770_19_963	CCP1	ko:K00428	cytochrome-c peroxidase activity	3.39566177	1.078593821	54.36302624	30.09712922
Ga0401699_0672394_118_1164			Chlorophyll A-B binding protein	38.20119492	48.53672196	0	0
Ga0401699_0672822_1_891			Belongs to the OprB family	3629.113517	2825.915812	671.6694953	931.2911697
Ga0401699_0676656_429_986	psaF	ko:K02694	Photosystem I reaction centre subunit III	9.338069869	14.02171968	105.8648406	111.7893371
Ga0401699_0677951_2_1051			Domain of unknown function (DUF305)	417.6663978	449.7736235	17.88257442	21.49794944
Ga0401699_0678523_3_1187		ko:K19519	"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts."	8.489154426	11.86453203	0	0
Ga0401699_0678976_3_1022			"EGF domain, unclasssified subfamily"	34.80553315	14.02171968	0	0
Ga0401699_0681823_1_1185				197.7972981	296.6133008	7.153029769	9.459097753
Ga0401699_0682521_232_1158				25.46746328	21.57187642	0	0
Ga0401699_0683783_44_1183			Belongs to the OprB family	185.9124819	176.8893867	17.88257442	13.75868764
Ga0401699_0688265_20_904			Chlorophyll A-B binding protein	5.093492656	9.707344391	0	0
Ga0401699_0689597_47_1177			Domain of unknown function (DUF4856)	95.07852957	48.53672196	5.007120838	3.43967191
Ga0401699_0694322_45_1100			Chlorophyll A-B binding protein	67.06431997	48.53672196	0	0.859917978
Ga0401699_0694846_119_1084	RPP0	ko:K02941	Ribosomal protein P0 is the functional equivalent of E.coli protein L10	14.43156252	9.707344391	26.46621015	45.57565281
Ga0401699_0695877_3_1163			Belongs to the OprB family	107.8122612	145.6101659	8.583635723	14.61860562
Ga0401699_0698058_1_1134				290.3290814	55.00828488	2.861211908	1.719835955
Ga0401699_0698421_20_1168			zinc ion binding	17.8272243	17.25750114	0	0
Ga0401699_0698528_5_1168			Belongs to the OprB family	489.8242104	563.0259747	12.16015061	9.459097753
Ga0401699_0698763_1_972			Chlorophyll A-B binding protein	44.14360302	23.72906407	0	0
Ga0401699_0700227_34_834			Chlorophyll A-B binding protein	20.37397062	18.33609496	0	0
Ga0401699_0706468_3_1148			Belongs to the OprB family	23.76963239	16.17890732	0	0
Ga0401699_0709437_37_1161			Belongs to the OprB family	276.7464343	257.7839233	7.153029769	9.459097753
Ga0401699_0709708_1_1161			Belongs to the OprB family	146.0134561	215.7187642	1.430605954	4.299589888
Ga0401699_0710233_53_1105	RPL5	ko:K02932	5S rRNA binding	16.97830885	19.41468878	6.437726792	5.159507865
Ga0401699_0711035_70_633			oxidoreductase activity	7.640238984	9.707344391	0	0
Ga0401699_0711039_3_1127			Belongs to the OprB family	61.97082731	24.80765789	0.715302977	1.719835955
Ga0401699_0712185_35_1159		ko:K07243		143.4667098	113.2523512	0	0.859917978
Ga0401699_0717274_125_895	RS3A	"ko:K01807,ko:K02984"	Ribosomal S3Ae family	14.43156252	16.17890732	0	0
Ga0401699_0718084_267_1115		ko:K01783	ribulose-phosphate 3-epimerase activity	5.093492656	6.471562927	0	0
Ga0401699_0725046_3_1124			Domain of unknown function (DUF305)	4.244577213	18.33609496	0	0
Ga0401699_0725598_110_1099			"EGF domain, unclasssified subfamily"	8.489154426	10.78593821	0	0
Ga0401699_0727470_1_1146	bhp	"ko:K01448,ko:K07004,ko:K13735,ko:K20276,ko:K21449"	extracellular matrix structural constituent	35.65444859	31.27922082	3.576514884	2.579753933
Ga0401699_0730060_2_1039	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	465.2056626	760.408644	45.77939052	58.47442248
Ga0401699_0731503_252_962	atpI	ko:K02108	it plays a direct role in the translocation of protons across the membrane	39.8990258	36.67218992	89.41287211	79.11245394
Ga0401699_0731532_11_874		"ko:K01061,ko:K14515,ko:K18272"	Dienelactone hydrolase family	59.42408098	31.27922082	0	3.43967191
Ga0401699_0733679_437_928	PPIA	"ko:K03767,ko:K09565"	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	15.28047797	15.1003135	0.715302977	0.859917978
Ga0401699_0735007_1_933				36.50336403	36.67218992	0	0
Ga0401699_0737152_191_748	psaF	ko:K02694	Photosystem I reaction centre subunit III	42.44577213	31.27922082	93.70468997	162.5244978
Ga0401699_0741704_3_986			metallopeptidase activity	33.10770226	21.57187642	1.430605954	0
Ga0401699_0741983_1_1119			Belongs to the OprB family	36.50336403	46.37953431	0	0
Ga0401699_0745480_13_885			Belongs to the OprB family	611.2191187	550.0828488	2.861211908	4.299589888
Ga0401699_0746502_107_976	RPS0	ko:K02998	structural constituent of ribosome	20.37397062	20.4932826	0	5.159507865
Ga0401699_0748536_51_812			Chlorophyll A-B binding protein	55.17950377	42.06515903	0	0
Ga0401699_0750103_32_340				318.343291	340.8356475	32.90393694	48.15540674
Ga0401699_0751346_1_1128				89.98503692	58.24406635	0.715302977	0.859917978
Ga0401699_0759082_10_1098	LACK1	ko:K14753	"WD domain, G-beta repeat"	21.22288607	12.94312585	36.48045182	32.67688315
Ga0401699_0760433_460_579	psbJ	ko:K02711	photosynthesis	33.9566177	67.95141074	161.6584728	184.0224472
Ga0401699_0760433_765_893	psbF	ko:K02708	photosynthetic electron transport chain	37.35227948	72.26578602	186.694077	184.0224472
Ga0401699_0760433_912_1052	psbE	"ko:K02707,ko:K02713"	"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation"	27.16529416	35.5935961	81.54453937	89.43146967
Ga0401699_0760669_5_1120			"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"	51.783842	30.20062699	0	0
Ga0401699_0762803_170_688		"ko:K09584,ko:K13984"	cell redox homeostasis	33.9566177	34.51500228	7.868332746	4.299589888
Ga0401699_0771022_517_1113		ko:K07374	"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"	17.8272243	18.33609496	1.430605954	0.859917978
Ga0401699_0771035_1_1113				35.65444859	30.20062699	5.722423815	0
Ga0401699_0771545_1_513		ko:K01179	Domain of unknown function (DUF4856)	117.1503311	102.466413	0.715302977	1.719835955
Ga0401699_0774373_297_1085			Belongs to the OprB family	48.38818023	55.00828488	1.430605954	7.739261798
Ga0401699_0779449_203_1105				148.5602025	152.0817288	7.153029769	8.599179776
Ga0401699_0779694_605_1024	rbcS	ko:K01602	ribulose-bisphosphate carboxylase activity	18.67613974	31.27922082	2.861211908	4.299589888
Ga0401699_0783158_193_1068	psaA	"ko:K02689,ko:K02690"	chlorophyll binding	76.40238984	126.1954771	263.2314955	311.2903079
Ga0401699_0783600_10_1101			Belongs to the OprB family	177.4233275	216.7973581	16.45196847	20.63803146
Ga0401699_0786864_1_1011	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	715.6357181	428.201747	1532.178977	2277.062805
Ga0401699_0787604_63_452	RPL14	"ko:K02875,ko:K12867"	Ribosomal protein L14	5.093492656	7.550156749	4.291817861	0
Ga0401699_0798428_1_1092				182.5168202	98.15203773	0	0
Ga0401699_0799054_1_1092			Belongs to the OprB family	37.35227948	26.96484553	0	0.859917978
Ga0401699_0802402_23_1090			"ig-like, plexins, transcription factors"	39.8990258	33.43640846	1.430605954	6.879343821
Ga0401699_0802787_64_1017			Belongs to the OprB family	95.92744502	65.7942231	2.861211908	1.719835955
Ga0401699_0803844_1_801			Belongs to the OprB family	218.1712688	264.2554862	2.145908931	2.579753933
Ga0401699_0804527_3_1088				58.57516554	102.466413	2.861211908	6.879343821
Ga0401699_0805425_275_997	PETE	ko:K02638	copper ion binding	18.67613974	31.27922082	62.23135899	97.17073147
Ga0401699_0807152_187_699		"ko:K09584,ko:K13984"	cell redox homeostasis	22.07180151	22.65047025	22.17439228	53.31491461
Ga0401699_0807624_1_1086				60.27299643	21.57187642	0	0
Ga0401699_0809535_1_1083				43.29468757	63.63703545	7.868332746	0.859917978
Ga0401699_0816657_199_693			Protein of unknown function (DUF667)	9.338069869	18.33609496	0	0
Ga0401699_0819688_121_804	RPL13	ko:K02873	structural constituent of ribosome	12.73373164	24.80765789	2.861211908	4.299589888
Ga0401699_0821438_271_1068			Domain of unknown function (DUF305)	10.18698531	10.78593821	0	0
Ga0401699_0826219_349_1053			Belongs to the OprB family	1219.891491	1086.143978	68.66908578	79.11245394
Ga0401699_0831364_47_997		ko:K03969	PspA/IM30 family	0.848915443	2.157187642	1.430605954	8.599179776
Ga0401699_0835218_568_939	petB	"ko:K00412,ko:K02635,ko:K02637"	"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis"	0	1.078593821	0	0.859917978
Ga0401699_0842064_27_896			Chlorophyll A-B binding protein	42.44577213	40.98656521	0	1.719835955
Ga0401699_0846072_71_1060				366.7314712	392.6081509	18.5978774	18.05827753
Ga0401699_0849091_44_1054			Belongs to the OprB family	11.03590075	17.25750114	0	0
Ga0401699_0851109_44_1057			protein tyrosine/serine/threonine phosphatase activity	10.18698531	2.157187642	0	0
Ga0401699_0851889_3_1031	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	209.6821143	387.2151818	1.430605954	5.159507865
Ga0401699_0851993_21_1055	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	46.69034934	135.9028215	90.84347807	102.3302393
Ga0401699_0853557_25_1056		"ko:K00327,ko:K03526"	alkylated DNA binding	34.80553315	12.94312585	0	0
Ga0401699_0854847_1_1053			Belongs to the OprB family	49.23709567	23.72906407	0	0
Ga0401699_0855476_867_1055	ahpF	ko:K03387	"COG3634 Alkyl hydroperoxide reductase, large subunit"	24.61854784	4.314375285	5.007120838	2.579753933
Ga0401699_0857134_432_983	Arf1	"ko:K07937,ko:K07977"	Belongs to the small GTPase superfamily. Arf family	12.73373164	23.72906407	49.35590541	79.11245394
Ga0401699_0866382_1_1041			Belongs to the OprB family	61.97082731	51.77250342	1.430605954	12.03885169
Ga0401699_0867600_37_927		ko:K10949	ER retention sequence binding	54.33058833	53.92969106	2.861211908	1.719835955
Ga0401699_0868469_2_1045			Belongs to the OprB family	196.0994672	308.4778329	14.30605954	8.599179776
Ga0401699_0869284_327_986	RPL10L	ko:K02866	60S ribosomal protein L10. Source PGD	12.73373164	14.02171968	4.291817861	2.579753933
Ga0401699_0870394_68_1045			Domain of unknown function (DUF305)	191.85489	129.4312585	2.145908931	1.719835955
Ga0401699_0871255_287_841			Peroxiredoxin	28.01420961	31.27922082	4.291817861	1.719835955
Ga0401699_0878019_108_986				3.39566177	2.157187642	0	0
Ga0401699_0881424_90_1037				17.8272243	35.5935961	2.861211908	0
Ga0401699_0882134_2_1036			calcium ion binding	52.63275744	31.27922082	0	0
Ga0401699_0883072_3_998			Scavenger receptor Cys-rich	182.5168202	60.40125399	0	0
Ga0401699_0883796_55_390	rpl22	ko:K02891	cytoplasmic translation	5.093492656	5.392969106	0	0
Ga0401699_0891994_222_983			Chlorophyll A-B binding protein	58.57516554	88.44469334	0	0
Ga0401699_0901996_2_1024			Belongs to the OprB family	44.14360302	65.7942231	0	0
Ga0401699_0907120_235_987	RPS6	ko:K02991	Ribosomal protein S6e	22.07180151	24.80765789	7.868332746	0
Ga0401699_0909893_20_814			Chlorophyll A-B binding protein	117.1503311	70.10859838	1.430605954	6.019425843
Ga0401699_0910420_3_1019	psaB	ko:K02690	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6"	162.991765	204.932826	532.1854148	593.3434045
Ga0401699_0922117_2_1015			Belongs to the OprB family	129.0351473	105.7021945	4.291817861	4.299589888
Ga0401699_0926874_14_1006			Belongs to the OprB family	10.18698531	10.78593821	0	0
Ga0401699_0927521_251_784	ftn	ko:K02217	Iron-storage protein	12.73373164	22.65047025	0	0
Ga0401699_0934095_212_979	Lhca6	ko:K08908	Chlorophyll A-B binding protein	22.92071695	25.88625171	28.61211908	56.75458652
Ga0401699_0935296_47_1006				46.69034934	31.27922082	5.007120838	2.579753933
Ga0401699_0935479_572_871	petF	ko:K02639	Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions	7.640238984	23.72906407	155.936049	147.9058921
Ga0401699_0939198_3_983		ko:K02183	Ca2 -binding protein (EF-Hand superfamily	0	0	0	0
Ga0401699_0943097_1_1002			Belongs to the OprB family	178.272243	173.6536052	24.32030121	45.57565281
Ga0401699_0944095_1_1002	clpC	ko:K03696	Belongs to the ClpA ClpB family	61.12191187	52.85109724	189.5552889	201.2208068
Ga0401699_0950397_41_763	RPUSD1		pseudouridine synthase activity	2.546746328	4.314375285	354.7902765	233.0377719
Ga0401699_0950600_121_918		ko:K04564	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	15.28047797	30.20062699	41.48757266	56.75458652
Ga0401699_0953672_2_976				28.01420961	32.35781464	2.861211908	4.299589888
Ga0401699_0958200_75_992			Chlorophyll A-B binding protein	16.97830885	6.471562927	0.715302977	0.859917978
Ga0401699_0962834_3_989				988.1375752	1119.580386	25.03560419	33.53680113
Ga0401699_0968983_2_988			Belongs to the OprB family	54.33058833	39.90797139	0	4.299589888
Ga0401699_0972535_297_986			Belongs to the OprB family	283.5377578	322.4995526	2.861211908	0.859917978
Ga0401699_0973927_47_985				49.23709567	36.67218992	4.291817861	2.579753933
Ga0401699_0976497_41_985			Chlorophyll A-B binding protein	11.8848162	9.707344391	0.715302977	1.719835955
Ga0401699_0983057_22_981			Belongs to the OprB family	122.2438237	113.2523512	3.576514884	0.859917978
Ga0401699_0983806_22_981			Belongs to the OprB family	55.17950377	44.22234667	0	1.719835955
Ga0401699_0985559_3_980			"Carbohydrate-selective porin, OprB family"	28.01420961	72.26578602	694.5591906	877.9762551
Ga0401699_0994070_167_973				35.65444859	62.55844163	6.437726792	0.859917978
Ga0401699_0997124_239_703	RPS19	ko:K02966	Ribosomal protein S19e	13.58264708	22.65047025	3.576514884	2.579753933
Ga0401699_0999257_3_971	psbB	ko:K02704	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"	105.2655149	279.3557997	586.5484411	606.2421742
