Gene,DFB_A,DFB_B,control,Fe_A,Fe_B
Ga0401699_0526107_3_1304_Belongs to the OprB family,250.4300556,243.7622036,218.5742995,5.722423815,10.31901573
Ga0401699_0527550_2_1345_protein tyrosine phosphatase activity,34.80553315,17.25750114,46.58140809,4.291817861,12.03885169
Ga0401699_0528575_41_1336_Belongs to the OprB family,21.22288607,25.88625171,24.18650036,0,0
Ga0401699_0530643_26_1321_Belongs to the OprB family,116.3014156,147.7673535,91.37122357,2.861211908,7.739261798
Ga0401699_0530720_192_1250_regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,86.58937515,81.97313041,124.515687,10.01424168,11.17893371
Ga0401699_0531639_66_1316_Imelysin,10.18698531,19.41468878,75.24689,15.73666549,5.159507865
Ga0401699_0532145_508_1281_Cytochrome C oxidase subunit II_ periplasmic domain,270.8040262,332.2068969,168.4097062,13.59075656,12.89876966
Ga0401699_0535093_12_920_structural constituent of cytoskeleton,49.23709567,39.90797139,65.39313059,3.576514884,7.739261798
Ga0401699_0535906_49_1293_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,443.133861,564.1045685,790.092345,111.5872644,118.6686809
Ga0401699_0538755_52_1305_Bacteriorhodopsin-like protein,20.37397062,14.02171968,44.78981548,3.576514884,4.299589888
Ga0401699_0538815_1035_1187_,51.783842,166.1034485,53.74777857,1.430605954,2.579753933
Ga0401699_0539252_2_1312_G-protein coupled GABA receptor activity,63.6686582,26.96484553,33.14446345,0.715302977,6.879343821
Ga0401699_0540669_3_1082_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,168.0852576,177.9679805,128.9946686,363.3739123,570.9855371
Ga0401699_0541423_3_1331_,170.632004,79.81594277,85.99644571,2.861211908,1.719835955
Ga0401699_0541748_3_1262_Cna protein B-type domain,19.52505518,5.392969106,26.87388929,3.576514884,0.859917978
Ga0401699_0542663_234_1292_Chlorophyll A-B binding protein,50.93492656,32.35781464,9.853759405,0,0
Ga0401699_0546060_21_1265_photosynthetic electron transport in photosystem II,68.76215085,39.90797139,105.7039645,10.01424168,11.17893371
Ga0401699_0547401_3_1169_,21.22288607,26.96484553,12.54114833,0,0
Ga0401699_0547702_437_928_Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II,34.80553315,25.88625171,28.6654819,104.4342346,109.2095832
Ga0401699_0548394_49_1320_structural constituent of cuticle,8.489154426,11.86453203,12.54114833,0,0
Ga0401699_0549208_27_1313_Belongs to the OprB family,33.10770226,39.90797139,13.43694464,0,0
Ga0401699_0549900_20_1276_Belongs to the OprB family,4.244577213,7.550156749,2.687388929,57.22423815,92.87114158
Ga0401699_0551810_105_1268_Calreticulin family,14.43156252,18.33609496,9.853759405,0,0
Ga0401699_0553205_3_1193_negative regulation of ATPase activity,26.31637872,15.1003135,40.31083393,0,0
Ga0401699_0555485_3_1292_extracellular matrix,46.69034934,55.00828488,45.68561178,2.145908931,7.739261798
Ga0401699_0556138_217_1242_Ribosomal protein P0 is the functional equivalent of E.coli protein L10,26.31637872,32.35781464,24.18650036,0,0
Ga0401699_0557897_34_1092_Chlorophyll A-B binding protein,29.71204049,18.33609496,33.14446345,0,0.859917978
Ga0401699_0558684_317_1240_ATP:ADP antiporter activity,33.9566177,63.63703545,104.8081682,9.2989387,6.879343821
Ga0401699_0559549_72_1304_Belongs to the OprB family,269.1061953,264.2554862,142.4316132,6.437726792,2.579753933
Ga0401699_0560973_1_396_Ydr279p protein family RNase H2 complex component,297.1204049,522.0394095,446.1065621,7.153029769,11.17893371
Ga0401699_0564067_358_1002_structural constituent of ribosome,11.8848162,24.80765789,34.04025976,160.2278668,138.4467944
Ga0401699_0564565_10_1206_peptide antigen assembly with MHC class I protein complex,65.36648908,47.45812813,50.16459333,7.153029769,4.299589888
Ga0401699_0568775_258_1193_,31.40987138,56.0868787,2.687388929,55.07832922,98.03064944
Ga0401699_0568898_14_250_Photosystem II protein,709.69331,910.3331851,715.7412513,7.868332746,12.89876966
Ga0401699_0571881_25_1293_,38.20119492,30.20062699,37.623445,3.576514884,5.159507865
Ga0401699_0572366_526_1293_Integrin alpha beta-propellor repeats.,100.1720222,51.77250342,45.68561178,7.868332746,7.739261798
Ga0401699_0572977_23_1156_FAD dependent oxidoreductase,97.6252759,49.61531578,53.74777857,7.153029769,12.03885169
Ga0401699_0574759_687_1292_carboxymethylenebutenolidase activity,8.489154426,32.35781464,12.54114833,57.22423815,79.11245394
Ga0401699_0575331_1_1290_,11.03590075,19.41468878,25.08229667,0.715302977,0.859917978
Ga0401699_0575637_179_1291_EGF domain_ unclasssified subfamily,16.97830885,14.02171968,14.33274095,0,0
Ga0401699_0580767_609_1061_photosynthetic electron transport in photosystem II,163.8406804,166.1034485,117.3493165,330.4699753,410.1808753
Ga0401699_0580767_7_474_photosynthetic electron transport in photosystem II,168.9341731,142.3743844,137.9526317,312.5874009,421.359809
Ga0401699_0580972_209_1249_Chlorophyll A-B binding protein,9.338069869,4.314375285,25.08229667,0,0
Ga0401699_0581076_16_1284_Belongs to the OprB family,1.697830885,8.62875057,2.687388929,28.61211908,49.8752427
Ga0401699_0582784_76_501_structural constituent of ribosome,15.28047797,8.62875057,33.14446345,5.007120838,0
Ga0401699_0582809_191_946_regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,95.07852957,84.13031806,151.3895763,15.73666549,14.61860562
Ga0401699_0583809_60_1040_positive regulation of Golgi to plasma membrane protein transport,16.12939341,29.12203317,53.74777857,5.007120838,0.859917978
Ga0401699_0583841_2_778_PFAM Histidine phosphatase superfamily_ clade-1,43.29468757,35.5935961,18.8117225,0,0
Ga0401699_0584045_21_491_helix_turn_helix ASNC type,38.20119492,52.85109724,37.623445,163.0890787,104.9099933
Ga0401699_0585010_1_786_Thrombospondin type 1 repeats,36.50336403,15.1003135,8.957963095,0,0
Ga0401699_0585976_67_789_Ribosomal protein S6e,5.942408098,8.62875057,14.33274095,0,0
Ga0401699_0586086_123_1277_unfolded protein binding,13.58264708,14.02171968,12.54114833,0,0
Ga0401699_0588355_3_1277_,60.27299643,83.05172424,101.224983,6.437726792,15.4785236
Ga0401699_0590635_46_1272_Belongs to the OprB family,27.16529416,52.85109724,19.70751881,0,0
Ga0401699_0591626_457_1224_40S ribosomal protein S3a,18.67613974,28.04343935,58.22676012,4.291817861,1.719835955
Ga0401699_0592431_1_1164_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,124.7905701,161.7890732,139.7442243,351.9290646,487.5734933
Ga0401699_0593085_2_1270_,445.6806074,345.1500228,128.0988723,0.715302977,0
Ga0401699_0595644_390_1166_PFAM Phosphoglycerate mutase family,269.9551108,198.4612631,100.3291867,0,1.719835955
Ga0401699_0595866_994_1179_Cold shock protein domain,17.8272243,63.63703545,15.22853726,65.0925709,99.7504854
Ga0401699_0597549_39_1088_Chlorophyll A-B binding protein,42.44577213,40.98656521,21.49911143,0,1.719835955
Ga0401699_0600440_16_1263_Belongs to the OprB family,0.848915443,2.157187642,4.478981548,40.77226968,76.5327
Ga0401699_0601172_36_1262_Ubiquitin-like domain,22.07180151,18.33609496,24.18650036,0.715302977,2.579753933
Ga0401699_0601591_4_1263_,104.4165994,44.22234667,66.2889269,0.715302977,2.579753933
Ga0401699_0602965_2_361_,40.74794125,113.2523512,38.51924131,4.291817861,0
Ga0401699_0603145_288_1259_,80.64696705,106.7807883,111.0787424,7.868332746,10.31901573
Ga0401699_0605790_122_1258_,319.1922064,258.8625171,136.161039,0,0
Ga0401699_0608757_170_811_Belongs to the protein disulfide isomerase family,17.8272243,16.17890732,25.97809298,4.291817861,2.579753933
Ga0401699_0611354_107_1207_nucleotide-sugar transmembrane transporter activity,21.22288607,9.707344391,14.33274095,0,0
Ga0401699_0611508_761_1177_PFAM Histidine phosphatase superfamily_ clade-1,55.17950377,47.45812813,17.91592619,0,0
Ga0401699_0612038_509_1168_Asparaginase_ N-terminal,170.632004,104.6236007,180.9508545,4.291817861,0
Ga0401699_0616004_290_1246_,203.7397062,106.7807883,112.870335,0.715302977,7.739261798
Ga0401699_0617212_1_1245_calcium ion binding,22.92071695,37.75078374,34.93605607,5.007120838,9.459097753
Ga0401699_0617312_264_1091_Chlorophyll A-B binding protein,221.5669305,226.5047025,118.2451129,1.430605954,0
Ga0401699_0619430_72_1139_5S rRNA binding,9.338069869,10.78593821,15.22853726,0,0
Ga0401699_0622687_83_1234_,54.33058833,16.17890732,27.76968559,0,0
Ga0401699_0624358_3_1238_Domain of unknown function DUF305,34.80553315,12.94312585,30.45707452,0,0
Ga0401699_0625196_816_1229_Belongs to the OprB family,631.5930893,519.8822218,378.9218389,20.74378633,24.07770337
Ga0401699_0627709_59_1114_Chlorophyll A-B binding protein,33.9566177,39.90797139,59.12255643,0,0
Ga0401699_0627904_1_1233_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,39.8990258,39.90797139,25.97809298,82.97514532,102.3302393
Ga0401699_0628577_651_1235_Carbohydrate-selective porin_ OprB family,24.61854784,49.61531578,25.97809298,311.8720979,379.2238281
Ga0401699_0629602_548_1165_structural constituent of ribosome,16.97830885,11.86453203,25.08229667,0,4.299589888
Ga0401699_0630716_331_1182_Chlorophyll A-B binding protein,7.640238984,3.235781464,8.062166786,56.50893517,65.3537663
Ga0401699_0631145_1_1209_Belongs to the OprB family,55.17950377,67.95141074,31.35287083,1.430605954,0
Ga0401699_0631805_87_1232_Belongs to the OprB family,748.7434204,683.8284827,490.0005813,43.63348159,73.09302809
Ga0401699_0635019_27_1088_Chlorophyll A-B binding protein,25.46746328,22.65047025,25.97809298,0,0.859917978
Ga0401699_0636725_66_941_porin activity,13.58264708,17.25750114,30.45707452,2.145908931,3.43967191
Ga0401699_0636992_54_614_peptidyl-prolyl cis-trans isomerase activity,20.37397062,7.550156749,15.22853726,0,0
Ga0401699_0637564_208_969_Chlorophyll A-B binding protein,38.20119492,18.33609496,17.91592619,0,0
Ga0401699_0645069_1_1218_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,78.10022072,135.9028215,71.66370476,222.4592258,242.4968697
Ga0401699_0645414_91_1206_sulfotransferase activity,16.97830885,23.72906407,11.64535202,0,0
Ga0401699_0645876_1_1218_Belongs to the OprB family,81.49588249,70.10859838,25.08229667,1.430605954,1.719835955
Ga0401699_0646734_535_987_Belongs to the phycobilisome linker protein family,49.23709567,46.37953431,20.60331512,2.145908931,0
Ga0401699_0647968_2_1216_Pkd domain containing protein,13.58264708,32.35781464,25.97809298,2.145908931,2.579753933
Ga0401699_0648351_3_1211_,43.29468757,36.67218992,43.89401917,5.722423815,6.879343821
Ga0401699_0651186_1_1212_BCCT_ betaine/carnitine/choline family transporter,11.8848162,7.550156749,24.18650036,0.715302977,2.579753933
Ga0401699_0651827_39_1187_transferase activity_ transferring glycosyl groups,11.8848162,4.314375285,11.64535202,0,0
Ga0401699_0652015_48_1211_polyketide biosynthetic process,42.44577213,60.40125399,87.78803833,0.715302977,3.43967191
Ga0401699_0652660_234_1163_Tripartite tricarboxylate transporter family receptor,44.99251846,159.6318855,34.04025976,221.7439228,186.6022011
Ga0401699_0653744_1_978_phospho-2-dehydro-3-deoxyheptonate aldolase,154.5026106,106.7807883,53.74777857,4.291817861,5.159507865
Ga0401699_0654703_3_1142_Source PGD,101.8698531,40.98656521,68.08051952,0,0.859917978
Ga0401699_0654844_669_1118_Predicted membrane protein DUF2061,33.10770226,52.85109724,17.02012988,99.42711379,73.09302809
Ga0401699_0655343_613_798_Controls the interaction of photosystem II PSII cores with the light-harvesting antenna,15.28047797,14.02171968,5.374777857,60.08545006,55.89466854
Ga0401699_0656406_166_1170_lactoylglutathione lyase activity,4.244577213,4.314375285,12.54114833,0,0
Ga0401699_0657759_29_1207_semaphorin-plexin signaling pathway,9.338069869,8.62875057,14.33274095,0,0
Ga0401699_0657804_163_1137_Belongs to the peptidase C1 family,12.73373164,4.314375285,13.43694464,0,0
Ga0401699_0658650_65_853_Chlorophyll A-B binding protein,11.8848162,4.314375285,15.22853726,0,0
Ga0401699_0659121_2_1195_Carbohydrate-selective porin_ OprB family,23.76963239,32.35781464,13.43694464,151.6442311,183.1625292
Ga0401699_0663211_274_1077_Chlorophyll A-B binding protein,6.791323541,12.94312585,21.49911143,120.8862031,118.6686809
Ga0401699_0665634_143_1198_transporter of a GTP-driven Fe2  uptake system,97.6252759,83.05172424,96.74600143,2.145908931,2.579753933
Ga0401699_0666770_19_963_cytochrome-c peroxidase activity,3.39566177,1.078593821,1.791592619,54.36302624,30.09712922
Ga0401699_0672394_118_1164_Chlorophyll A-B binding protein,38.20119492,48.53672196,27.76968559,0,0
Ga0401699_0672822_1_891_Belongs to the OprB family,3629.113517,2825.915812,2323.695627,671.6694953,931.2911697
Ga0401699_0676656_429_986_Photosystem I reaction centre subunit III,9.338069869,14.02171968,10.74955571,105.8648406,111.7893371
Ga0401699_0677951_2_1051_Domain of unknown function DUF305,417.6663978,449.7736235,297.4043748,17.88257442,21.49794944
Ga0401699_0678523_3_1187_Four repeated domains in the Fasciclin I family of proteins_ present in many other contexts.,8.489154426,11.86453203,14.33274095,0,0
Ga0401699_0678976_3_1022_EGF domain_ unclasssified subfamily,34.80553315,14.02171968,26.87388929,0,0
Ga0401699_0681823_1_1185_,197.7972981,296.6133008,259.7809298,7.153029769,9.459097753
Ga0401699_0682521_232_1158_,25.46746328,21.57187642,9.853759405,0,0
Ga0401699_0683783_44_1183_Belongs to the OprB family,185.9124819,176.8893867,186.3256324,17.88257442,13.75868764
Ga0401699_0688265_20_904_Chlorophyll A-B binding protein,5.093492656,9.707344391,30.45707452,0,0
Ga0401699_0689597_47_1177_Domain of unknown function DUF4856,95.07852957,48.53672196,42.10242655,5.007120838,3.43967191
Ga0401699_0694322_45_1100_Chlorophyll A-B binding protein,67.06431997,48.53672196,66.2889269,0,0.859917978
Ga0401699_0694846_119_1084_Ribosomal protein P0 is the functional equivalent of E.coli protein L10,14.43156252,9.707344391,1.791592619,26.46621015,45.57565281
Ga0401699_0695877_3_1163_Belongs to the OprB family,107.8122612,145.6101659,93.16281619,8.583635723,14.61860562
Ga0401699_0698058_1_1134_,290.3290814,55.00828488,76.14268631,2.861211908,1.719835955
Ga0401699_0698421_20_1168_zinc ion binding,17.8272243,17.25750114,19.70751881,0,0
Ga0401699_0698528_5_1168_Belongs to the OprB family,489.8242104,563.0259747,309.9455231,12.16015061,9.459097753
Ga0401699_0698763_1_972_Chlorophyll A-B binding protein,44.14360302,23.72906407,26.87388929,0,0
Ga0401699_0700227_34_834_Chlorophyll A-B binding protein,20.37397062,18.33609496,11.64535202,0,0
Ga0401699_0706468_3_1148_Belongs to the OprB family,23.76963239,16.17890732,18.8117225,0,0
Ga0401699_0709437_37_1161_Belongs to the OprB family,276.7464343,257.7839233,120.0367055,7.153029769,9.459097753
Ga0401699_0709708_1_1161_Belongs to the OprB family,146.0134561,215.7187642,93.16281619,1.430605954,4.299589888
Ga0401699_0710233_53_1105_5S rRNA binding,16.97830885,19.41468878,37.623445,6.437726792,5.159507865
Ga0401699_0711035_70_633_oxidoreductase activity,7.640238984,9.707344391,16.12433357,0,0
Ga0401699_0711039_3_1127_Belongs to the OprB family,61.97082731,24.80765789,46.58140809,0.715302977,1.719835955
Ga0401699_0712185_35_1159_,143.4667098,113.2523512,59.12255643,0,0.859917978
Ga0401699_0717274_125_895_Ribosomal S3Ae family,14.43156252,16.17890732,25.08229667,0,0
Ga0401699_0718084_267_1115_ribulose-phosphate 3-epimerase activity,5.093492656,6.471562927,14.33274095,0,0
Ga0401699_0725046_3_1124_Domain of unknown function DUF305,4.244577213,18.33609496,13.43694464,0,0
Ga0401699_0725598_110_1099_EGF domain_ unclasssified subfamily,8.489154426,10.78593821,21.49911143,0,0
Ga0401699_0727470_1_1146_extracellular matrix structural constituent,35.65444859,31.27922082,41.20663024,3.576514884,2.579753933
Ga0401699_0730060_2_1039_Cytochrome C and Quinol oxidase polypeptide I,465.2056626,760.408644,347.5689681,45.77939052,58.47442248
Ga0401699_0731503_252_962_it plays a direct role in the translocation of protons across the membrane,39.8990258,36.67218992,17.02012988,89.41287211,79.11245394
Ga0401699_0731532_11_874_Dienelactone hydrolase family,59.42408098,31.27922082,36.72764869,0,3.43967191
Ga0401699_0733679_437_928_PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,15.28047797,15.1003135,35.83185238,0.715302977,0.859917978
Ga0401699_0735007_1_933_,36.50336403,36.67218992,17.02012988,0,0
Ga0401699_0737152_191_748_Photosystem I reaction centre subunit III,42.44577213,31.27922082,20.60331512,93.70468997,162.5244978
Ga0401699_0741704_3_986_metallopeptidase activity,33.10770226,21.57187642,26.87388929,1.430605954,0
Ga0401699_0741983_1_1119_Belongs to the OprB family,36.50336403,46.37953431,8.957963095,0,0
Ga0401699_0745480_13_885_Belongs to the OprB family,611.2191187,550.0828488,313.5287083,2.861211908,4.299589888
Ga0401699_0746502_107_976_structural constituent of ribosome,20.37397062,20.4932826,30.45707452,0,5.159507865
Ga0401699_0748536_51_812_Chlorophyll A-B binding protein,55.17950377,42.06515903,20.60331512,0,0
Ga0401699_0750103_32_340_,318.343291,340.8356475,283.9674301,32.90393694,48.15540674
Ga0401699_0751346_1_1128_,89.98503692,58.24406635,23.29070405,0.715302977,0.859917978
Ga0401699_0759082_10_1098_WD domain_ G-beta repeat,21.22288607,12.94312585,3.583185238,36.48045182,32.67688315
Ga0401699_0760433_460_579_photosynthesis,33.9566177,67.95141074,33.14446345,161.6584728,184.0224472
Ga0401699_0760433_765_893_photosynthetic electron transport chain,37.35227948,72.26578602,29.56127821,186.694077,184.0224472
Ga0401699_0760433_912_1052_This b-type cytochrome is tightly associated with the reaction center of photosystem II PSII. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons_ and an electron transfer chain that converts photonic excitation into a charge separation,27.16529416,35.5935961,17.91592619,81.54453937,89.43146967
Ga0401699_0760669_5_1120_coreceptor activity involved in Wnt signaling pathway_ planar cell polarity pathway,51.783842,30.20062699,28.6654819,0,0
Ga0401699_0762803_170_688_cell redox homeostasis,33.9566177,34.51500228,37.623445,7.868332746,4.299589888
Ga0401699_0771022_517_1113_Tubulin is the major constituent of microtubules. It binds two moles of GTP_ one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain,17.8272243,18.33609496,15.22853726,1.430605954,0.859917978
Ga0401699_0771035_1_1113_,35.65444859,30.20062699,30.45707452,5.722423815,0
Ga0401699_0771545_1_513_Domain of unknown function DUF4856,117.1503311,102.466413,25.08229667,0.715302977,1.719835955
Ga0401699_0774373_297_1085_Belongs to the OprB family,48.38818023,55.00828488,34.93605607,1.430605954,7.739261798
Ga0401699_0779449_203_1105_,148.5602025,152.0817288,126.3072796,7.153029769,8.599179776
Ga0401699_0779694_605_1024_ribulose-bisphosphate carboxylase activity,18.67613974,31.27922082,28.6654819,2.861211908,4.299589888
Ga0401699_0783158_193_1068_chlorophyll binding,76.40238984,126.1954771,58.22676012,263.2314955,311.2903079
Ga0401699_0783600_10_1101_Belongs to the OprB family,177.4233275,216.7973581,188.117225,16.45196847,20.63803146
Ga0401699_0786864_1_1011_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,715.6357181,428.201747,454.1687289,1532.178977,2277.062805
Ga0401699_0787604_63_452_Ribosomal protein L14,5.093492656,7.550156749,28.6654819,4.291817861,0
Ga0401699_0798428_1_1092_,182.5168202,98.15203773,70.76790845,0,0
Ga0401699_0799054_1_1092_Belongs to the OprB family,37.35227948,26.96484553,28.6654819,0,0.859917978
Ga0401699_0802402_23_1090_ig-like_ plexins_ transcription factors,39.8990258,33.43640846,34.04025976,1.430605954,6.879343821
Ga0401699_0802787_64_1017_Belongs to the OprB family,95.92744502,65.7942231,57.33096381,2.861211908,1.719835955
Ga0401699_0803844_1_801_Belongs to the OprB family,218.1712688,264.2554862,73.45529738,2.145908931,2.579753933
Ga0401699_0804527_3_1088_,58.57516554,102.466413,93.16281619,2.861211908,6.879343821
Ga0401699_0805425_275_997_copper ion binding,18.67613974,31.27922082,0.89579631,62.23135899,97.17073147
Ga0401699_0807152_187_699_cell redox homeostasis,22.07180151,22.65047025,3.583185238,22.17439228,53.31491461
Ga0401699_0807624_1_1086_,60.27299643,21.57187642,9.853759405,0,0
Ga0401699_0809535_1_1083_,43.29468757,63.63703545,45.68561178,7.868332746,0.859917978
Ga0401699_0816657_199_693_Protein of unknown function DUF667,9.338069869,18.33609496,9.853759405,0,0
Ga0401699_0819688_121_804_structural constituent of ribosome,12.73373164,24.80765789,56.4351675,2.861211908,4.299589888
Ga0401699_0821438_271_1068_Domain of unknown function DUF305,10.18698531,10.78593821,24.18650036,0,0
Ga0401699_0826219_349_1053_Belongs to the OprB family,1219.891491,1086.143978,799.0503081,68.66908578,79.11245394
Ga0401699_0831364_47_997_PspA/IM30 family,0.848915443,2.157187642,69.87211214,1.430605954,8.599179776
Ga0401699_0835218_568_939_Component of the ubiquinol-cytochrome c reductase complex complex III or cytochrome b-c1 complex_ which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis,0,1.078593821,275.9052633,0,0.859917978
Ga0401699_0842064_27_896_Chlorophyll A-B binding protein,42.44577213,40.98656521,44.78981548,0,1.719835955
Ga0401699_0846072_71_1060_,366.7314712,392.6081509,507.0207112,18.5978774,18.05827753
Ga0401699_0849091_44_1054_Belongs to the OprB family,11.03590075,17.25750114,19.70751881,0,0
Ga0401699_0851109_44_1057_protein tyrosine/serine/threonine phosphatase activity,10.18698531,2.157187642,14.33274095,0,0
Ga0401699_0851889_3_1031_Photosystem II protein,209.6821143,387.2151818,399.525154,1.430605954,5.159507865
Ga0401699_0851993_21_1055_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,46.69034934,135.9028215,15.22853726,90.84347807,102.3302393
Ga0401699_0853557_25_1056_alkylated DNA binding,34.80553315,12.94312585,22.39490774,0,0
Ga0401699_0854847_1_1053_Belongs to the OprB family,49.23709567,23.72906407,13.43694464,0,0
Ga0401699_0855476_867_1055_COG3634 Alkyl hydroperoxide reductase_ large subunit,24.61854784,4.314375285,38.51924131,5.007120838,2.579753933
Ga0401699_0857134_432_983_Belongs to the small GTPase superfamily. Arf family,12.73373164,23.72906407,4.478981548,49.35590541,79.11245394
Ga0401699_0866382_1_1041_Belongs to the OprB family,61.97082731,51.77250342,46.58140809,1.430605954,12.03885169
Ga0401699_0867600_37_927_ER retention sequence binding,54.33058833,53.92969106,32.24866714,2.861211908,1.719835955
Ga0401699_0868469_2_1045_Belongs to the OprB family,196.0994672,308.4778329,242.7607999,14.30605954,8.599179776
Ga0401699_0869284_327_986_60S ribosomal protein L10. Source PGD,12.73373164,14.02171968,39.41503762,4.291817861,2.579753933
Ga0401699_0870394_68_1045_Domain of unknown function DUF305,191.85489,129.4312585,55.53937119,2.145908931,1.719835955
Ga0401699_0871255_287_841_Peroxiredoxin,28.01420961,31.27922082,33.14446345,4.291817861,1.719835955
Ga0401699_0878019_108_986_,3.39566177,2.157187642,17.02012988,0,0
Ga0401699_0881424_90_1037_,17.8272243,35.5935961,21.49911143,2.861211908,0
Ga0401699_0882134_2_1036_calcium ion binding,52.63275744,31.27922082,33.14446345,0,0
Ga0401699_0883072_3_998_Scavenger receptor Cys-rich,182.5168202,60.40125399,64.49733428,0,0
Ga0401699_0883796_55_390_cytoplasmic translation,5.093492656,5.392969106,24.18650036,0,0
Ga0401699_0891994_222_983_Chlorophyll A-B binding protein,58.57516554,88.44469334,29.56127821,0,0
Ga0401699_0901996_2_1024_Belongs to the OprB family,44.14360302,65.7942231,28.6654819,0,0
Ga0401699_0907120_235_987_Ribosomal protein S6e,22.07180151,24.80765789,34.93605607,7.868332746,0
Ga0401699_0909893_20_814_Chlorophyll A-B binding protein,117.1503311,70.10859838,75.24689,1.430605954,6.019425843
Ga0401699_0910420_3_1019_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,162.991765,204.932826,186.3256324,532.1854148,593.3434045
Ga0401699_0922117_2_1015_Belongs to the OprB family,129.0351473,105.7021945,107.4955571,4.291817861,4.299589888
Ga0401699_0926874_14_1006_Belongs to the OprB family,10.18698531,10.78593821,17.91592619,0,0
Ga0401699_0927521_251_784_Iron-storage protein,12.73373164,22.65047025,14.33274095,0,0
Ga0401699_0934095_212_979_Chlorophyll A-B binding protein,22.92071695,25.88625171,0.89579631,28.61211908,56.75458652
Ga0401699_0935296_47_1006_,46.69034934,31.27922082,46.58140809,5.007120838,2.579753933
Ga0401699_0935479_572_871_Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions,7.640238984,23.72906407,19.70751881,155.936049,147.9058921
Ga0401699_0939198_3_983_Ca2 -binding protein EF-Hand superfamily,0,0,134.3694464,0,0
Ga0401699_0943097_1_1002_Belongs to the OprB family,178.272243,173.6536052,137.0568354,24.32030121,45.57565281
Ga0401699_0944095_1_1002_Belongs to the ClpA ClpB family,61.12191187,52.85109724,54.64357488,189.5552889,201.2208068
Ga0401699_0950397_41_763_pseudouridine synthase activity,2.546746328,4.314375285,72.55950107,354.7902765,233.0377719
Ga0401699_0950600_121_918_Destroys radicals which are normally produced within the cells and which are toxic to biological systems,15.28047797,30.20062699,7.166370476,41.48757266,56.75458652
Ga0401699_0953672_2_976_,28.01420961,32.35781464,42.99822286,2.861211908,4.299589888
Ga0401699_0958200_75_992_Chlorophyll A-B binding protein,16.97830885,6.471562927,25.97809298,0.715302977,0.859917978
Ga0401699_0962834_3_989_,988.1375752,1119.580386,902.0668837,25.03560419,33.53680113
Ga0401699_0968983_2_988_Belongs to the OprB family,54.33058833,39.90797139,28.6654819,0,4.299589888
Ga0401699_0972535_297_986_Belongs to the OprB family,283.5377578,322.4995526,164.8265209,2.861211908,0.859917978
Ga0401699_0973927_47_985_,49.23709567,36.67218992,30.45707452,4.291817861,2.579753933
